Title,Disaster Number,Incident End Date,Incident Begin Date,Multiple Disaster,Duration
FLOODS,134,1962-09-05T00:00:00.000Z,1962-09-05T00:00:00.000Z,False,1
"SEVERE STORM, HIGH TIDES & FLOODING",129,1962-03-16T00:00:00.000Z,1962-03-16T00:00:00.000Z,True,1
FLOODS,128,1962-03-12T00:00:00.000Z,1962-03-12T00:00:00.000Z,False,1
TYPHOON OLIVE,154,1963-04-30T00:00:00.000Z,1963-04-30T00:00:00.000Z,False,1
HEAVY RAINS & FLOODING,155,1963-07-04T00:00:00.000Z,1963-07-04T00:00:00.000Z,True,1
"SEVERE STORMS, HIGH TIDES & FLOODING",123,1962-03-09T00:00:00.000Z,1962-03-09T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,183,1964-12-24T00:00:00.000Z,1964-12-24T00:00:00.000Z,True,1
DROUGHT & IMPENDING FREEZE,160,1963-11-27T00:00:00.000Z,1963-11-27T00:00:00.000Z,True,1
CHLORINE BARGE ACCIDENT,135,1962-10-10T00:00:00.000Z,1962-10-10T00:00:00.000Z,False,1
FLOODING,180,1964-11-04T00:00:00.000Z,1964-11-04T00:00:00.000Z,False,1
"SEVERE STORM, HIGH TIDES & FLOODING",130,1962-03-16T00:00:00.000Z,1962-03-16T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,179,1964-10-13T00:00:00.000Z,1964-10-13T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,183,1964-12-24T00:00:00.000Z,1964-12-24T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,174,1964-07-20T00:00:00.000Z,1964-07-20T00:00:00.000Z,True,1
FLOODS,114,1961-05-27T00:00:00.000Z,1961-05-27T00:00:00.000Z,False,1
CHLORINE BARGE ACCIDENT,139,1962-11-05T00:00:00.000Z,1962-11-05T00:00:00.000Z,False,1
FLOODS,149,1963-03-21T00:00:00.000Z,1963-03-21T00:00:00.000Z,False,1
FLOODING,164,1964-03-17T00:00:00.000Z,1964-03-17T00:00:00.000Z,False,1
TYPHOON LOUISE,181,1964-12-10T00:00:00.000Z,1964-12-10T00:00:00.000Z,False,1
HEAVY RAINS & FLOODING,183,1964-12-24T00:00:00.000Z,1964-12-24T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,156,1963-07-17T00:00:00.000Z,1963-07-17T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,152,1963-04-24T00:00:00.000Z,1963-04-24T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,183,1964-12-24T00:00:00.000Z,1964-12-24T00:00:00.000Z,True,1
HURRICANE DORA,177,1964-09-10T00:00:00.000Z,1964-09-10T00:00:00.000Z,False,1
HURRICANE DONNA,107,1960-09-16T00:00:00.000Z,1960-09-16T00:00:00.000Z,False,1
FLOODS,143,1963-02-14T00:00:00.000Z,1963-02-14T00:00:00.000Z,False,1
FLOODS,131,1962-05-10T00:00:00.000Z,1962-05-10T00:00:00.000Z,False,1
EARTHQUAKE,168,1964-03-28T00:00:00.000Z,1964-03-28T00:00:00.000Z,False,1
"SEVERE STORMS, HIGH TIDES & FLOODING",127,1962-03-09T00:00:00.000Z,1962-03-09T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,158,1963-08-23T00:00:00.000Z,1963-08-23T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,183,1964-12-24T00:00:00.000Z,1964-12-24T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,183,1964-12-24T00:00:00.000Z,1964-12-24T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,183,1964-12-24T00:00:00.000Z,1964-12-24T00:00:00.000Z,True,1
FLOODS,133,1962-09-05T00:00:00.000Z,1962-09-05T00:00:00.000Z,False,1
FLOODS,117,1961-07-23T00:00:00.000Z,1961-07-23T00:00:00.000Z,False,1
FLOODS,142,1963-02-14T00:00:00.000Z,1963-02-14T00:00:00.000Z,False,1
EXTREME DROUGHT CONDITIONS,171,1964-06-08T00:00:00.000Z,1964-06-08T00:00:00.000Z,False,1
SEVERE STORMS & FLOODING,167,1964-03-24T00:00:00.000Z,1964-03-24T00:00:00.000Z,True,1
FLOODS,121,1962-02-22T00:00:00.000Z,1962-02-22T00:00:00.000Z,False,1
HEAVY RAINS & FLOODING,183,1964-12-24T00:00:00.000Z,1964-12-24T00:00:00.000Z,True,1
FLOODS,146,1963-03-02T00:00:00.000Z,1963-03-02T00:00:00.000Z,False,1
SEVERE STORMS & FLOODING,173,1964-07-08T00:00:00.000Z,1964-07-08T00:00:00.000Z,True,1
SEVERE STORMS,136,1962-10-16T00:00:00.000Z,1962-10-16T00:00:00.000Z,False,1
FIRES,105,1960-07-22T00:00:00.000Z,1960-07-22T00:00:00.000Z,False,1
SEVERE STORMS,137,1962-10-20T00:00:00.000Z,1962-10-20T00:00:00.000Z,False,1
FLOODS & TORNADOES,112,1961-05-16T00:00:00.000Z,1961-05-16T00:00:00.000Z,True,1
FLOODS,111,1961-03-31T00:00:00.000Z,1961-03-31T00:00:00.000Z,False,1
SEVERE STORMS & FLOODING,166,1964-03-20T00:00:00.000Z,1964-03-20T00:00:00.000Z,True,1
HURRICANE HILDA,178,1964-10-03T00:00:00.000Z,1964-10-03T00:00:00.000Z,False,1
SEVERE STORMS & FLOODING,162,1964-03-17T00:00:00.000Z,1964-03-17T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,138,1962-10-24T00:00:00.000Z,1962-10-24T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,183,1964-12-24T00:00:00.000Z,1964-12-24T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,183,1964-12-24T00:00:00.000Z,1964-12-24T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,183,1964-12-24T00:00:00.000Z,1964-12-24T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,183,1964-12-24T00:00:00.000Z,1964-12-24T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,183,1964-12-24T00:00:00.000Z,1964-12-24T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,157,1963-08-02T00:00:00.000Z,1963-08-02T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,151,1963-03-27T00:00:00.000Z,1963-03-27T00:00:00.000Z,True,1
TYPHOON OLIVE,153,1963-04-30T00:00:00.000Z,1963-04-30T00:00:00.000Z,False,1
SEVERE STORMS & FLOODING,163,1964-03-17T00:00:00.000Z,1964-03-17T00:00:00.000Z,True,1
"SEVERE STORMS, HIGH TIDES & FLOODING",126,1962-03-09T00:00:00.000Z,1962-03-09T00:00:00.000Z,True,1
FLOODS & TORNADOES,132,1962-07-27T00:00:00.000Z,1962-07-27T00:00:00.000Z,True,1
SEVERE STORMS & FLOODING,148,1963-03-13T00:00:00.000Z,1963-03-13T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,183,1964-12-24T00:00:00.000Z,1964-12-24T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,183,1964-12-24T00:00:00.000Z,1964-12-24T00:00:00.000Z,True,1
SEVERE WINTER STORM,182,1964-12-18T00:00:00.000Z,1964-12-18T00:00:00.000Z,False,1
FLOOD DUE TO BROKEN DAM,161,1963-12-21T00:00:00.000Z,1963-12-21T00:00:00.000Z,False,1
FLOODS,116,1961-06-26T00:00:00.000Z,1961-06-26T00:00:00.000Z,False,1
HEAVY RAINS & FLOODING,183,1964-12-24T00:00:00.000Z,1964-12-24T00:00:00.000Z,True,1
ABNORMALLY HIGH TIDES,141,1962-12-17T00:00:00.000Z,1962-12-17T00:00:00.000Z,False,1
SEVERE STORMS & FLOODING,147,1963-03-13T00:00:00.000Z,1963-03-13T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,172,1964-06-09T00:00:00.000Z,1964-06-09T00:00:00.000Z,True,1
HURRICANE DORA,176,1964-09-10T00:00:00.000Z,1964-09-10T00:00:00.000Z,False,1
HEAVY RAINS & FLOODING,183,1964-12-24T00:00:00.000Z,1964-12-24T00:00:00.000Z,True,1
FLOODS,122,1962-03-06T00:00:00.000Z,1962-03-06T00:00:00.000Z,False,1
HEAVY RAINS & FLOODING,183,1964-12-24T00:00:00.000Z,1964-12-24T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,184,1964-12-24T00:00:00.000Z,1964-12-24T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,184,1964-12-24T00:00:00.000Z,1964-12-24T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,184,1964-12-24T00:00:00.000Z,1964-12-24T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,184,1964-12-24T00:00:00.000Z,1964-12-24T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,184,1964-12-24T00:00:00.000Z,1964-12-24T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,183,1964-12-24T00:00:00.000Z,1964-12-24T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,184,1964-12-24T00:00:00.000Z,1964-12-24T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,183,1964-12-24T00:00:00.000Z,1964-12-24T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,184,1964-12-24T00:00:00.000Z,1964-12-24T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,183,1964-12-24T00:00:00.000Z,1964-12-24T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,183,1964-12-24T00:00:00.000Z,1964-12-24T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,186,1964-12-31T00:00:00.000Z,1964-12-31T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,185,1964-12-29T00:00:00.000Z,1964-12-29T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,184,1964-12-24T00:00:00.000Z,1964-12-24T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,185,1964-12-29T00:00:00.000Z,1964-12-29T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,184,1964-12-24T00:00:00.000Z,1964-12-24T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,184,1964-12-24T00:00:00.000Z,1964-12-24T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,184,1964-12-24T00:00:00.000Z,1964-12-24T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,186,1964-12-31T00:00:00.000Z,1964-12-31T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,184,1964-12-24T00:00:00.000Z,1964-12-24T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,183,1964-12-24T00:00:00.000Z,1964-12-24T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,184,1964-12-24T00:00:00.000Z,1964-12-24T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,185,1964-12-29T00:00:00.000Z,1964-12-29T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,184,1964-12-24T00:00:00.000Z,1964-12-24T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,186,1964-12-31T00:00:00.000Z,1964-12-31T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,185,1964-12-29T00:00:00.000Z,1964-12-29T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,185,1964-12-29T00:00:00.000Z,1964-12-29T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,184,1964-12-24T00:00:00.000Z,1964-12-24T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,185,1964-12-29T00:00:00.000Z,1964-12-29T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,186,1964-12-31T00:00:00.000Z,1964-12-31T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,183,1964-12-24T00:00:00.000Z,1964-12-24T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,186,1964-12-31T00:00:00.000Z,1964-12-31T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,186,1964-12-31T00:00:00.000Z,1964-12-31T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,186,1964-12-31T00:00:00.000Z,1964-12-31T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,183,1964-12-24T00:00:00.000Z,1964-12-24T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,186,1964-12-31T00:00:00.000Z,1964-12-31T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,185,1964-12-29T00:00:00.000Z,1964-12-29T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,184,1964-12-24T00:00:00.000Z,1964-12-24T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,186,1964-12-31T00:00:00.000Z,1964-12-31T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,184,1964-12-24T00:00:00.000Z,1964-12-24T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,186,1964-12-31T00:00:00.000Z,1964-12-31T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,185,1964-12-29T00:00:00.000Z,1964-12-29T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,185,1964-12-29T00:00:00.000Z,1964-12-29T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,184,1964-12-24T00:00:00.000Z,1964-12-24T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,184,1964-12-24T00:00:00.000Z,1964-12-24T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,186,1964-12-31T00:00:00.000Z,1964-12-31T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,184,1964-12-24T00:00:00.000Z,1964-12-24T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,185,1964-12-29T00:00:00.000Z,1964-12-29T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,184,1964-12-24T00:00:00.000Z,1964-12-24T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,184,1964-12-24T00:00:00.000Z,1964-12-24T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,186,1964-12-31T00:00:00.000Z,1964-12-31T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,185,1964-12-29T00:00:00.000Z,1964-12-29T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,183,1964-12-24T00:00:00.000Z,1964-12-24T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,185,1964-12-29T00:00:00.000Z,1964-12-29T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,185,1964-12-29T00:00:00.000Z,1964-12-29T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,185,1964-12-29T00:00:00.000Z,1964-12-29T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,186,1964-12-31T00:00:00.000Z,1964-12-31T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,185,1964-12-29T00:00:00.000Z,1964-12-29T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,186,1964-12-31T00:00:00.000Z,1964-12-31T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,184,1964-12-24T00:00:00.000Z,1964-12-24T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,184,1964-12-24T00:00:00.000Z,1964-12-24T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,184,1964-12-24T00:00:00.000Z,1964-12-24T00:00:00.000Z,True,1
HEAVY RAINS & FLOODING,185,1964-12-29T00:00:00.000Z,1964-12-29T00:00:00.000Z,True,1
