20-Oct-14,RW-8,Playa Buyé ,Route 4: Cabo Rojo,Routine,<1,8,28.60,8.01,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Oct-14,RW-15,Balneario de Añasco or Balneario Tres Hermanos,Route 5: Añasco - Aguadilla,Routine,<1,4,28.80,8.13/8.13,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Oct-14,RW-16,Balneario Crash Boat,Route 5: Añasco - Aguadilla,Routine,<1,8,29.80,8.36,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Oct-14,RW-22,Pico de Piedra,Route 5: Añasco - Aguadilla,Routine,8,<1,29.10,8.27,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Oct-14,RW-5,Balneario de Rincón,Route 5: Añasco - Aguadilla,Routine,<1,<1,29.30,8.18,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Oct-14,RW-1A,Balneario La Monserrate,Route 2: Arroyo - Luquillo,Routine,<1,<1,30.30,8.16,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Oct-14,RW-2,Balneario Seven Seas,Route 2: Arroyo - Luquillo,Routine,12,40,29.70,8.07,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Oct-14,RW-30,Playa Guayanés,Route 2: Arroyo - Luquillo,Routine,<1,<1,29.70,8.09,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Oct-14,RW-31,Tropical Beach,Route 2: Arroyo - Luquillo,Routine,12,240,30.10,8.18/8.18,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Oct-14,RW-32,Playa Azul,Route 2: Arroyo - Luquillo,Routine,16,<1,30.80,8.21,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Oct-14,RW-4,Balneario Punta Santiago,Route 2: Arroyo - Luquillo,Routine,4,4,29.70,8.14,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Oct-14,RW-6,Balneario de Patillas,Route 2: Arroyo - Luquillo,Routine,8,20,29.90,8.13,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Oct-14,RW-7,Balneario Punta Guilarte,Route 2: Arroyo - Luquillo,Routine,22,<1,28.20,8.43,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Oct-14,RW-10,Playa Santa,Route 3: Lajas - Salinas,Routine,8,12,29.00,8.13,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Oct-14,RW-33,Playita Rosada,Route 3: Lajas - Salinas,Routine,8,44,29.20,8.06/8.06,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Oct-14,RW-34,Playa del Hilton,Route 3: Lajas - Salinas,Routine,<1,12,30.20,8.3,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Oct-14,RW-35,Playa Jauca,Route 3: Lajas - Salinas,Routine,<1,240,30.70,7.94,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Oct-14,RW-36,Balneario de Salinas,Route 3: Lajas - Salinas,Routine,76,136,30.20,8.16/8.16,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Oct-14,RW-9,Caña Gorda,Route 3: Lajas - Salinas,Routine,20,12,29.30,8.25,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Oct-14,RW-17,Balneario Cerro Gordo or Javier Calderón Nieves,Route: 6: Arecibo – Vega Alta ,Routine,<1,4,29.50,8.11,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Oct-14,RW-23,Balneario de Puerto Nuevo,Route: 6: Arecibo – Vega Alta ,Routine,<1,4,29.10,8.1,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Oct-14,RW-38,Muelle de Arecibo,Route: 6: Arecibo – Vega Alta ,Routine,240,240,27.90,8.14/8.14,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Oct-14,RW-39,Mar Chiquita,Route: 6: Arecibo – Vega Alta ,Routine,<1,20,28.20,8.15,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Oct-14,RW-18,Balneario Manuel “Nolo” Morales or Sardinera,Route 1: Dorado - Loíza,Re-sampling,<1,4,28.30,Bacteriological Re-sampling,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Oct-14,RW-2,Balneario Seven Seas,Route 2: Arroyo - Luquillo,Re-sampling,<1,<1,28.00,Bacteriological Re-sampling,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Oct-14,RW-31,Tropical Beach,Route 2: Arroyo - Luquillo,Re-sampling,<1,4,29.00,Bacteriological Re-sampling,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Oct-14,RW-33,Playita Rosada,Route 3: Lajas - Salinas,Re-sampling,<1,4,29.90,Bacteriological Re-sampling,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Oct-14,RW-35,Playa Jauca,Route 3: Lajas - Salinas,Re-sampling,8,20,30.00,Bacteriological Re-sampling,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Oct-14,RW-36,Balneario de Salinas ,Route 3: Lajas - Salinas,Re-sampling,4,24,30.10,Bacteriological Re-sampling,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Oct-14,RW-38,Muelle de Arecibo,Route: 6: Arecibo – Vega Alta ,Re-sampling,<1,<1,27.90,Bacteriological Re-sampling,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Nov-14,RW-18,Balneario Manuel “Nolo” Morales or Sardinera,Route 1: Dorado - Loíza,Routine,16,4,26.50,8.02,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Nov-14,RW-19,Balneario Punta Salinas,Route 1: Dorado - Loíza,Routine,20,24,27.50,8.17,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Nov-14,RW-20A,Balneario El Escambrón,Route 1: Dorado - Loíza,Routine,4,4,27.10,8.1,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Nov-14,RW-21C,Balneario de Carolina,Route 1: Dorado - Loíza,Routine,<1,<1,27.80,8.2,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Nov-14,RW-25A,Playa Sixto Escobar,Route 1: Dorado - Loíza,Routine,16,<1,26.80,8.19,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Nov-14,RW-26,Playita del Condado,Route 1: Dorado - Loíza,Routine,96,32,27.10,8.21/8.22,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Nov-14,RW-27,Ocean Park,Route 1: Dorado - Loíza,Routine,4,<1,26.80,8.01,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Nov-14,RW-28,Playa El Alambique,Route 1: Dorado - Loíza,Routine,24,60,27.20,8.11,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Nov-14,RW-29,Vacía Talega,Route 1: Dorado - Loíza,Routine,<1,<1,27.10,8.15,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Nov-14,RW-1A,Balneario La Monserrate,Route 2: Arroyo - Luquillo,Routine,4,<1,28.20,8.31/8.31,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Nov-14,RW-2,Balneario Seven Seas,Route 2: Arroyo - Luquillo,Routine,4,8,28.00,8.31,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Nov-14,RW-30,Playa Guayanés,Route 2: Arroyo - Luquillo,Routine,124,4,27.50,8.26,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Nov-14,RW-31,Tropical Beach,Route 2: Arroyo - Luquillo,Routine,72,56,28.00,8.27/8.27,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Nov-14,RW-32,Playa Azul,Route 2: Arroyo - Luquillo,Routine,40,4,28.00,8.34,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Nov-14,RW-4,Balneario Punta Santiago,Route 2: Arroyo - Luquillo,Routine,8,4,27.80,8.29,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Nov-14,RW-6,Balneario de Patillas,Route 2: Arroyo - Luquillo,Routine,88,12,27.00,8.15,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
