"REGISTRY_ID","PGM_SYS_ACRNM","PGM_SYS_ID","INTEREST_TYPE","AFFILIATION_TYPE","START_DATE","END_DATE","ORG_NAME","ORG_TYPE","DUNS_NUMBER","DIVISION_NAME","PHONE_NUMBER","ALTERNATE_PHONE","FAX_NUMBER","EMAIL_ADDRESS","EIN","STATE_BUSINESS_ID","MAILING_ADDRESS","SUPPLEMENTAL_ADDRESS","CITY_NAME","STATE_CODE","STATE_NAME","POSTAL_CODE","COUNTRY_NAME"
"110000561419","NPDES","PR0020460","POTW","MAILING ADDRESS","","","PRASA DORADO","UNKNOWN","","","","","","","","","","","","","","",""
"110000561419","RMP","100000124493","RMP REPORTER","OWNER/OPERATOR MAILING ADDRESS","","","SHARETECH-OMAR MUÑIZ PE & ASSOCIATES","UNKNOWN","","","7877205869","","","","","","","","","","","",""
"110000561419","RMP","100000124493","RMP REPORTER","OWNER/OPERATOR","","","SHARETECH-OMAR MUÑIZ PE & ASSOCIATES","UNKNOWN","","","7877205869","","","","","","","","","","","",""
"110000561419","RMP","100000124493","RMP REPORTER","PARENT COMPANY","","","PUERTO RICO AQUEDUCT AND SEWER AUTHORITY","UNKNOWN","","","","","","","","","","","","","","",""
"110000561419","NPDES","PR0020460","ICIS-NPDES MAJOR","MAILING ADDRESS","","","PRASA DORADO","UNKNOWN","","","","","","","","","","","","","","",""
"110000561419","NPDES","PRL020460","ICIS-NPDES NON-MAJOR","MAILING ADDRESS","","","PRASA DORADO","UNKNOWN","","","","","","","","","","","","","","",""
"110000561464","RMP","100000124698","RMP REPORTER","OWNER/OPERATOR","","","SHARETECH-OMAR MUÑIZ PE & ASSOCIATES","UNKNOWN","","","7877205869","","","","","","","","","","","",""
"110000561464","RMP","100000124698","RMP REPORTER","PARENT COMPANY","","","PUERTO RICO AQUEDUCT AND SEWER AUTHORITY","UNKNOWN","","","","","","","","","","","","","","",""
"110000561464","RMP","100000124698","RMP REPORTER","OWNER/OPERATOR MAILING ADDRESS","","","SHARETECH-OMAR MUÑIZ PE & ASSOCIATES","UNKNOWN","","","7877205869","","","","","","","","","","","",""
"110000561464","RMP","100000124698","RMP REPORTER","OWNER/OPERATOR","","","PUERTO RICO AQUEDUCT AND SEWER AUTHORITY","UNKNOWN","","","7876202277","","","CIECENTRAL@ACUEDUCTOSPR.COM","","","","","","","","",""
"110000561589","NPDES","PR0020834","POTW","MAILING ADDRESS","","","PRASA SAN LORENZO","UNKNOWN","","","","","","","","","","","","","","",""
"110000561589","RMP","100000125189","RMP REPORTER","PARENT COMPANY","","","PUERTO RICO AQUEDUCTS & SEWER AUTHORITY","UNKNOWN","","","","","","","","","","","","","","",""
"110000561589","NPDES","PRL020834","BIOSOLIDS","MAILING ADDRESS","","","PRASA SAN LORENZO","UNKNOWN","","","","","","","","","","","","","","",""
"110000561589","NPDES","PR0020834","ICIS-NPDES MAJOR","MAILING ADDRESS","","","PRASA SAN LORENZO","UNKNOWN","","","","","","","","","","","","","","",""
"110000561589","RMP","100000125189","RMP REPORTER","OWNER/OPERATOR","","","SHARETECH-OMAR MUÑIZ PE & ASSOCIATES","UNKNOWN","","","7877205869","","","","","","","","","","","",""
"110000561589","RMP","100000125189","RMP REPORTER","OWNER/OPERATOR MAILING ADDRESS","","","SHARETECH-OMAR MUÑIZ PE & ASSOCIATES","UNKNOWN","","","7877205869","","","","","","","","","","","",""
"110000561589","NPDES","PRL020834","ICIS-NPDES NON-MAJOR","MAILING ADDRESS","","","PRASA SAN LORENZO","UNKNOWN","","","","","","","","","","","","","","",""
"110000561605","RMP","100000125214","RMP REPORTER","OWNER/OPERATOR","","","PUERTO RICO AQUEDUCT AND SEWER AUTHORITY","UNKNOWN","","","","","","","","","","","","","","",""
"110000561605","NPDES","PR0022438","ICIS-NPDES MAJOR","MAILING ADDRESS","","","PRASA WTP GUAYNABO","UNKNOWN","","","","","","","","","","","","","","",""
"110000561605","RMP","100000125214","RMP REPORTER","PARENT COMPANY","","","PUERTO RICO AQUEDUCT AND SEWER AUTHORITY","UNKNOWN","","","","","","","","","","","","","","",""
"110000561605","NPDES","PRL022438","BIOSOLIDS","MAILING ADDRESS","","","PRASA WTP GUAYNABO","UNKNOWN","","","","","","","","","","","","","","",""
"110000561605","NPDES","PRL022438","ICIS-NPDES NON-MAJOR","MAILING ADDRESS","","","PRASA WTP GUAYNABO","UNKNOWN","","","","","","","","","","","","","","",""
"110000561623","NPDES","PR0021679","NPDES PRETREATMENT PROGRAM","MAILING ADDRESS","","","PRASA VEGA BAJA STP","UNKNOWN","","","","","","","","","","","","","","",""
"110000561623","RMP","100000125303","RMP REPORTER","PARENT COMPANY","","","PUERTO RICO AQUEDUCT AND SEWER AUTHORITY","UNKNOWN","","","","","","","","","","","","","","",""
"110000561623","NPDES","PR0021679","POTW","MAILING ADDRESS","","","PRASA VEGA BAJA STP","UNKNOWN","","","","","","","","","","","","","","",""
"110000561623","NPDES","PR0021679","ICIS-NPDES MAJOR","MAILING ADDRESS","","","PRASA VEGA BAJA STP","UNKNOWN","","","","","","","","","","","","","","",""
"110000561641","RMP","100000125358","RMP REPORTER","OWNER/OPERATOR","","","SHARETECH-OMAR MUNIZ PE & ASSOCIATES","UNKNOWN","","","7877205869","","","","","","","","","","","",""
"110000561641","RMP","100000125358","RMP REPORTER","PARENT COMPANY","","","PUERTO RICO AQUEDUCTS & SEWER AUTHORITY","UNKNOWN","","","","","","","","","","","","","","",""
"110000561641","RMP","100000125358","RMP REPORTER","OWNER/OPERATOR MAILING ADDRESS","","","SHARETECH-OMAR MUNIZ PE & ASSOCIATES","UNKNOWN","","","7877205869","","","","","","","","","","","",""
"110000561678","RMP","100000125474","RMP REPORTER","OWNER/OPERATOR","","","SHARETECH-OMAR MUÑIZ PE & ASSOCIATES","UNKNOWN","","","7877205869","","","","","","","","","","","",""
"110000561678","RMP","100000125474","RMP REPORTER","OWNER/OPERATOR","","","PUERTO RICO AQUEDUCT AND SEWER AUTHORITY","UNKNOWN","","","7876202277","","","CIECENTRAL@ACUEDUCTOSPR.COM","","","","","","","","",""
"110000561678","RMP","100000125474","RMP REPORTER","PARENT COMPANY","","","PUERTO RICO AQUEDUCT AND SEWER AUTHORITY","UNKNOWN","","","","","","","","","","","","","","",""
"110000561678","RMP","100000125474","RMP REPORTER","OWNER/OPERATOR MAILING ADDRESS","","","SHARETECH-OMAR MUÑIZ PE & ASSOCIATES","UNKNOWN","","","7877205869","","","","","","","","","","","",""
"110000561696","RMP","100000125526","RMP REPORTER","OWNER/OPERATOR MAILING ADDRESS","","","SHARETECH-OMAR MUÑIZ PE & ASSOCIATES","UNKNOWN","","","7877205869","","","","","","","","","","","",""
"110000561696","RMP","100000125526","RMP REPORTER","PARENT COMPANY","","","PUERTO RICO AQUEDUCT AND SEWER AUTHORITY","UNKNOWN","","","","","","","","","","","","","","",""
"110000561696","RMP","100000125526","RMP REPORTER","OWNER/OPERATOR","","","SHARETECH-OMAR MUÑIZ PE & ASSOCIATES","UNKNOWN","","","7877205869","","","","","","","","","","","",""
"110000561696","NPDES","PR0023931","ICIS-NPDES MAJOR","MAILING ADDRESS","","","PRASA EL YUNQUE FILTRATION PLT","UNKNOWN","","","","","","","","","","","","","","",""
"110000561847","RMP","100000126008","RMP REPORTER","PARENT COMPANY","","","PUERTO RICO AQUEDUCT AND SEWER AUTHORITY","UNKNOWN","","","","","","","","","","","","","","",""
"110000561847","RMP","100000126008","RMP REPORTER","OWNER/OPERATOR MAILING ADDRESS","","","SHARETECH-OMAR MUÑIZ PE & ASSOCIATES","UNKNOWN","","","7877205869","","","","","","","","","","","",""
"110000561847","RMP","100000126008","RMP REPORTER","OWNER/OPERATOR","","","SHARETECH-OMAR MUÑIZ PE & ASSOCIATES","UNKNOWN","","","7877205869","","","","","","","","","","","",""
"110000561963","RMP","100000126393","RMP REPORTER","OWNER/OPERATOR","","","SHARETECH-OMAR MUÑIZ PE & ASSOCIATES","UNKNOWN","","","7877205869","","","","","","","","","","","",""
"110000561963","RMP","100000126393","RMP REPORTER","OWNER/OPERATOR MAILING ADDRESS","","","SHARETECH-OMAR MUÑIZ PE & ASSOCIATES","UNKNOWN","","","7877205869","","","","","","","","","","","",""
"110000561981","RMP","100000126516","RMP REPORTER","OWNER/OPERATOR","","","PUERTO RICO AQUEDUCT AND SEWER AUTHORITY","UNKNOWN","","","7876202277","","","CIECENTRAL@ACUEDUCTOSPR.COM","","","","","","","","",""
"110000561981","RMP","100000126516","RMP REPORTER","OWNER/OPERATOR MAILING ADDRESS","","","SHARETECH-OMAR MUÑIZ PE & ASSOCIATES","UNKNOWN","","","7877205869","","","","","","","","","","","",""
"110000561981","RMP","100000126516","RMP REPORTER","OWNER/OPERATOR","","","SHARETECH-OMAR MUÑIZ PE & ASSOCIATES","UNKNOWN","","","7877205869","","","","","","","","","","","",""
"110000561981","RMP","100000126516","RMP REPORTER","PARENT COMPANY","","","PUERTO RICO AQUEDUCT AND SEWER AUTHORITY","UNKNOWN","","","","","","","","","","","","","","",""
"110000568804","RMP","100000161503","RMP REPORTER","OWNER/OPERATOR MAILING ADDRESS","","","SHARECTECH-OMAR MUÑIZ PE & ASSOCIATES","UNKNOWN","","","7877205869","","","","","","","","","","","",""
"110000568804","RMP","100000161503","RMP REPORTER","OWNER/OPERATOR","","","SHARECTECH-OMAR MUÑIZ PE & ASSOCIATES","UNKNOWN","","","7877205869","","","","","","","","","","","",""
"110000568804","RMP","100000161503","RMP REPORTER","PARENT COMPANY","","","PUERTO RICO AQUEDUCT AND SEWER AUTHORITY","UNKNOWN","","","","","","","","","","","","","","",""
"110000576038","RMP","100000099831","RMP REPORTER","PARENT COMPANY","","","PUERTO RICO AQUEDUCT AND SEWER AUTHORITY","UNKNOWN","","","","","","","","","","","","","","",""
"110000576038","RMP","100000099831","RMP REPORTER","OWNER/OPERATOR","","","SHARETECH-OMAR MUÑIZ PE & ASSOCIATES","UNKNOWN","","","7877205869","","","","","","","","","","","",""
"110000576038","NPDES","PR0025119","ICIS-NPDES NON-MAJOR","MAILING ADDRESS","","","CEIBA SUR FILTRATION PLANT","UNKNOWN","","","","","","","","","","","","","","",""
"110000576038","RMP","100000099831","RMP REPORTER","OWNER/OPERATOR MAILING ADDRESS","","","SHARETECH-OMAR MUÑIZ PE & ASSOCIATES","UNKNOWN","","","7877205869","","","","","","","","","","","",""
"110000577224","RMP","100000119668","RMP REPORTER","OWNER/OPERATOR","","","PUERTO RICO AQUEDUCT AND SEWER AUTHORITY","UNKNOWN","","","","","","","","","","","","","","",""
"110000577224","RMP","100000119668","RMP REPORTER","PARENT COMPANY","","","PUERTO RICO AQUEDUCT AND SEWER AUTHORITY","UNKNOWN","","","","","","","","","","","","","","",""
"110000577233","RMP","100000119702","RMP REPORTER","OWNER/OPERATOR","","","PUERTO RICO AQUEDUCT AND SEWER AUTHORITY","UNKNOWN","","","","","","","","","","","","","","",""
"110000577233","RMP","100000119702","RMP REPORTER","PARENT COMPANY","","","PUERTO RICO AQUEDUCT AND SEWER AUTHORITY","UNKNOWN","","","","","","","","","","","","","","",""
"110000577304","RMP","100000120549","RMP REPORTER","PARENT COMPANY","","","PUERTO RICO AQUEDUCT AND SEWER AUTHORITY","UNKNOWN","","","","","","","","","","","","","","",""
"110000577304","NPDES","PR0025399","ICIS-NPDES MAJOR","MAILING ADDRESS","","","PRASA HUMACAO WWTP","UNKNOWN","","","","","","","","","","","","","","",""
"110000577304","RMP","100000120549","RMP REPORTER","OWNER/OPERATOR","","","PUERTO RICO AQUEDUCT AND SEWER AUTHORITY","UNKNOWN","","","","","","","","","","","","","","",""
"110000577304","NPDES","PR0025399","POTW","MAILING ADDRESS","","","PRASA HUMACAO WWTP","UNKNOWN","","","","","","","","","","","","","","",""
"110000577304","NPDES","PR0025399","NPDES PRETREATMENT PROGRAM","MAILING ADDRESS","","","PRASA HUMACAO WWTP","UNKNOWN","","","","","","","","","","","","","","",""
"110000577359","RMP","100000121726","RMP REPORTER","PARENT COMPANY","","","PUERTO RICO AQUEDUCT AND SEWER AUTHORITY","UNKNOWN","","","","","","","","","","","","","","",""
"110000577359","RMP","100000121726","RMP REPORTER","OWNER/OPERATOR","","","COMPAÑÍA DE AGUAS DE PUERTO RICO","UNKNOWN","","","7877562639","7872817878","","","","","","","","","","",""
"110000577359","RMP","100000121726","RMP REPORTER","OWNER/OPERATOR","","","PUERTO RICO AQUEDUCT AND SEWER AUTHORITY","UNKNOWN","","","","","","","","","","","","","","",""
"110000577368","RMP","100000121753","RMP REPORTER","OWNER/OPERATOR MAILING ADDRESS","","","ENVIRONMENTAL RESOURCES MANAGEMENT","UNKNOWN","","","7876220808","","","","","","","","","","","",""
"110000577368","RMP","100000121753","RMP REPORTER","PARENT COMPANY","","","PUERTO RICO AQUEDUCT AND SEWER AUTHORITY","UNKNOWN","","","","","","","","","","","","","","",""
"110000577368","RMP","100000121753","RMP REPORTER","OWNER/OPERATOR","","","ENVIRONMENTAL RESOURCES MANAGEMENT","UNKNOWN","","","7876220808","","","","","","","","","","","",""
"110000577368","NPDES","PR0022411","ICIS-NPDES MAJOR","MAILING ADDRESS","","","PRASA WTP SERGIO CUEVAS","UNKNOWN","","","","","","","","","","","","","","",""
"110000577484","RMP","100000123289","RMP REPORTER","PARENT COMPANY","","","PUERTO RICO AQUEDUCT AND SEWER AUTHORITY","UNKNOWN","","","","","","","","","","","","","","",""
"110000577484","RMP","100000123289","RMP REPORTER","OWNER/OPERATOR","","","COMPAÑÍA DE AGUAS DE PUERTO RICO","UNKNOWN","","","7877451220","7872817878","","","","","","","","","","",""
"110000577545","RMP","100000123779","RMP REPORTER","OWNER/OPERATOR MAILING ADDRESS","","","SHARETEC","UNKNOWN","","","7877205869","","","","","","","","","","","",""
"110000577545","RMP","100000123779","RMP REPORTER","OWNER/OPERATOR","","","SHARETEC","UNKNOWN","","","7877205869","","","","","","","","","","","",""
"110000577545","RMP","100000123779","RMP REPORTER","PARENT COMPANY","","","PUERTO RICO AQUEDUCT AND SEWER AUTHORITY","UNKNOWN","","","","","","","","","","","","","","",""
"110000577652","RMP","100000125438","RMP REPORTER","OWNER/OPERATOR MAILING ADDRESS","","","ARCADIS PR","UNKNOWN","","","7877551919","","","","","","","","","","","",""
"110000577652","NPDES","PR0025747","ICIS-NPDES NON-MAJOR","OPERATOR","","","BAWZ EPHLESS SYSTEM ENG.","UNKNOWN","","","","","","","","","","","","","","",""
"110000577652","RMP","100000125438","RMP REPORTER","OWNER/OPERATOR","","","ARCADIS PR","UNKNOWN","","","7877551919","","","","","","","","","","","",""
"110000577652","NPDES","PR0025747","ICIS-NPDES NON-MAJOR","MAILING ADDRESS","","","PRASA - COTTO LAUREL WTP","UNKNOWN","","","","","","","","","","","","","","",""
"110000577652","NPDES","PR0025747","ICIS-NPDES NON-MAJOR","OWNER","","","PRASA - COTO LAUREL WTP","UNKNOWN","","","8098410335","","","","","","","","","","","",""
"110000577652","RMP","100000125438","RMP REPORTER","PARENT COMPANY","","","PUERTO RICO AQUEDUCT AND SEWER AUTHORITY","UNKNOWN","","","","","","","","","","","","","","",""
"110000577670","RMP","100000125713","RMP REPORTER","OWNER/OPERATOR","","","ERM-PR","UNKNOWN","","","7876220808","","","","","","","","","","","",""
"110000577670","RMP","100000125713","RMP REPORTER","OWNER/OPERATOR MAILING ADDRESS","","","ERM-PR","UNKNOWN","","","7876220808","","","","","","","","","","","",""
"110000577670","RMP","100000125713","RMP REPORTER","PARENT COMPANY","","","PUERTO RICO AQUEDUCT AND SEWER AUTHORITY","UNKNOWN","","","","","","","","","","","","","","",""
