"REGISTRY_ID","PGM_SYS_ACRNM","PGM_SYS_ID","ALTERNATIVE_NAME","ALTERNATIVE_NAME_TYPE"
"110000307784","RCRAINFO","PRD090526906","HANES MENSWEAR INC","PROGRAM NAME"
"110000307793","TSCA","200002225","LOCTITE PUERTO RICO, INC.","PROGRAM NAME"
"110000307793","TSCA","100606311","HENKEL PUERTO RICO INC","PROGRAM NAME"
"110000307793","AIR","PR0000007212170024","LOCTITE PUERTO RICO","PROGRAM NAME"
"110000307793","RCRAINFO","PRD090506239","LOCTITE PR INC","PRIMARY"
"110000307793","NCDB","I02#19890924PR001 1","LOCTITE PUERTO RICO, INC","PROGRAM NAME"
"110000307793","TSCA","TSCA6425","HENKEL PUERTO RICO INC","PROGRAM NAME"
"110000307793","NCDB","I02#198706174489  1","LOCTITE PUERTO RICO","PROGRAM NAME"
"110000307793","BR","PRD090506239","HENKEL PUERTO RICO INC","PROGRAM NAME"
"110000307793","TRIS","00747LCTTPNO9VQ","HENKEL PUERTO RICO INC","PROGRAM NAME"
"110000307793","TSCA","200002765","LOCTITE CORPORATION PUERTO RICO INC.","PROGRAM NAME"
"110000307793","AIRS/AFS","7212170024","LOCTITE PUERTO RICO","PROGRAM NAME"
"110000307793","RCRAINFO","PRD982274383","LOCTITE PUERTO RICO INC","PROGRAM NAME"
"110000307800","NCDB","I02#2000121214684 1","COMBINED CYCLE - AGUIRRE","PROGRAM NAME"
"110000307800","SFDW","PR0563105 878","A.E.E. AGUIRRE CICLO COMBINADO-AEE-AGUIRRE COMBINADO","PROGRAM NAME"
"110000307800","ICIS","2600001552","AGUIRRE GENERATING COMPLEX","PROGRAM NAME"
"110000307800","BR","PRD980644470","PREPA - AGUIRRE GENERATING COMPLEX","PROGRAM NAME"
"110000307800","AIRS/AFS","7212300011","PREPA AGUIRRE POWER STATION","PROGRAM NAME"
"110000307800","NPDES","PR0001660","PUERTO RICO ELECTRIC PWR AUTH","PROGRAM NAME"
"110000307800","NCDB","I02#2000121214684 2","COMBINED CYCLE - AGUIRRE","PROGRAM NAME"
"110000307800","ICIS","30957","AQUIRRE STEAM PLANT(A.E.E)","PRIMARY"
"110000307800","E-GGRT","1005504","PREPA AGUIRRE POWER GENERATION COMPLEX","PROGRAM NAME"
"110000307800","NCDB","I02#198307101547  1","PREPA (AGUIRE POWER PLANT)","PROGRAM NAME"
"110000307800","RCRAINFO","PRD980644470","PR ELEC POWER AUTH AGUIRRE STATION","PRIMARY"
"110000307800","TRIS","00751PRPGRPRO3K","PREPA - AGUIRRE POWER GENERATI ON COMPLEX","PROGRAM NAME"
"110000307800","AIR","PR0000007212300011","PREPA AGUIRRE POWER STATION","PROGRAM NAME"
"110000307800","SFDW","PR0563065","A.E.E. AGUIRRE TERMOELECTRICA","PROGRAM NAME"
"110000307800","ICIS","2448082","PREPA (AGUIRRE STEAM PLANT)","PROGRAM NAME"
"110000307800","EIS","6958711","PREPA AGUIRRE","PROGRAM NAME"
"110000307800","ICIS","600035921","PREPA (AGUIRRE STEAM PLANT)","PROGRAM NAME"
"110000307800","NCDB","I02#200209180007  2","AGUIRRE ELECTRIC POWER AUTHORITY","PROGRAM NAME"
"110000307800","CAMDBS","880105","AGUIRRE STEAM POWER PLANT","PROGRAM NAME"
"110000307800","SFDW","PR0563105","A.E.E. AGUIRRE CICLO COMBINADO","PROGRAM NAME"
"110000307800","ICIS","6386819","PREPA - AGUIRRE POWER STATION","PROGRAM NAME"
"110000307800","ICIS","6680044","SDWIS PR0563105","PROGRAM NAME"
"110000307800","SFDW","PR0563065 572","A.E.E. AGUIRRE TERMOELECTRICA-A.E.E- AGUIRRE","PROGRAM NAME"
"110000307800","NCDB","I02#199202052774  1","PREPA (AGUIRRE STEAM PLANT)","PROGRAM NAME"
"110000307800","ICIS","6680043","SDWIS PR0563065","PROGRAM NAME"
"110000307800","ICIS","30957","PUERTO RICO ELECTRIC POWER AUTHORITY AGUIRRE POWER GENERATION COMPLEX","PROGRAM NAME"
"110000307837","ICIS","40846","BORICUA WOOD PROCESSING INCORPORATED","PROGRAM NAME"
"110000307837","RCRAINFO","PRD090564477","BORICUA WOOD PROCESSING INC","PROGRAM NAME"
"110000307837","TRIS","00759BRCWDCARR8","BORICUA WOOD PROCESSING INC.","PROGRAM NAME"
"110000307837","NCDB","I02#19930917PR004 1","BORICUA WOOD PROCESSING","PROGRAM NAME"
"110000307837","NPDES","PRR05B024","MADERAS TRATADAS (FORMER BORICUA WOOD)","PROGRAM NAME"
"110000307846","RCRAINFO","PRD000692582","G E POWER PROTECTION INC","PROGRAM NAME"
"110000307846","ICIS","42774","GE POWER PROTECTION OF PUERTO RICO INCORPORATED ","PRIMARY"
"110000307846","TRIS","00765CRBGNRTE20","GE INDUSTRIAL OF PR LLC VIEQUES PLANT","PROGRAM NAME"
"110000307846","NPDES","PRR053255","CARIBE GE VIEQUES, LLC","PROGRAM NAME"
"110000307855","NCDB","I02#19910618PR001 4","SANTORIAS, INC","PROGRAM NAME"
"110000307855","BR","PRD049532807","SARTORIUS STEDIM FILTERS, INC.","PROGRAM NAME"
"110000307855","RCRAINFO","PRR000024596","SARTORIUS STEDIM FILTERS INC","PROGRAM NAME"
"110000307855","RCRAINFO","PRD049532807","SARTORIUS STEDIM FILTERS, INC.","PROGRAM NAME"
"110000307855","NCDB","I02#19910618PR003 3","SANTORIOS, INC","PROGRAM NAME"
"110000307855","AIR","PR0000007215300029","SARTORIUS STEDIM FILTERS, INC","PROGRAM NAME"
"110000307855","AIRS/AFS","7215300029","SARTORIUS, INC.","PROGRAM NAME"
"110000307855","TRIS","00768SRTRSROAD1","SARTORIUS STEDIM FILTERS INC","PROGRAM NAME"
"110000307873","TRIS","00961NSLRWCALLE","INSULAR WIRE PRODS. CORP.","MAILING NAME"
"110000307873","NCDB","I02#19871202PR001 1","INSULAR WIRE PRODUCTS CORP","PROGRAM NAME"
"110000307873","ICIS","44691","INSULAR WIRE PRODUCTS CORP","PROGRAM NAME"
"110000307873","TRIS","00961NSLRWCALLE","INSULAR WIRE PRODUCTS CORP","PROGRAM NAME"
"110000307873","NCDB","I02#19941020E2002 1","INSULAR WIRE PRODUCTS CORP","PROGRAM NAME"
"110000307873","NCDB","D02#EP-SUP-95-0303","INSULAR WIRE PRODUCTS CORP","PROGRAM NAME"
"110000491833","NCDB","I02#19880222PR001 1","PALL PUERTO RICO, INC","PROGRAM NAME"
"110000491833","RCRAINFO","PRD981139611","PALL PUERTO RICO INC","PRIMARY"
"110000491833","BR","PRD981139611","PALL LIFE SCIENCES PUERTO RICO LLC","PROGRAM NAME"
"110000491833","TRIS","00738PLLPRRD19A","PALL LIFE SCIENCES PUERTO RICO, LLC","PROGRAM NAME"
"110000491833","NCDB","C02#2002155","PALL PUERTO RICO INC.","PROGRAM NAME"
"110000498159","RCRAINFO","PRD987372794","CABO ROJO WOOD TREATING PLT CORP","PROGRAM NAME"
"110000498159","TRIS","00623CBRJWROAD3","CABO ROJO WOOD TREATING PLANT CORP","PROGRAM NAME"
"110000557004","RMP","100000119588","HATILLO FILTRATION PLANT","PROGRAM NAME"
"110000557184","RMP","100000120102","JAYUYA FILTRATION PLANT","PROGRAM NAME"
"110000557193","RMP","100000120148","CEIBA WASTEWATER TREATMENT PLANT","PROGRAM NAME"
"110000557200","RMP","100000120184","CAYEY AT CIDRA REGIONAL WASTEWATER TREATMENT PLANT","PROGRAM NAME"
"110000557255","RCRAINFO","PRR000014050","PRASA GUAJATACA WTP","PROGRAM NAME"
"110000557255","SFDW","PR0003772","LAGO GUAJATACA","PROGRAM NAME"
"110000557255","RMP","100000120291","GUAJATACA (QUEBRADILLAS) FILTRATION PLANT","PROGRAM NAME"
"110000557255","NPDES","PR0025721","PRASA - GUAJATACA WTP","PROGRAM NAME"
"110000557424","ICIS","44511","CIALES STP","PROGRAM NAME"
"110000557424","RMP","100000121441","CIALES WASTEWATER TREATMENT PLANT","PROGRAM NAME"
"110000557424","RCRAINFO","PRD000689406","CIALES STP","PROGRAM NAME"
"110000557424","NPDES","PR0020427","PRASA CIALES WWTP","PROGRAM NAME"
"110000557424","ICIS","44511","PRASA CIALES","PRIMARY"
"110000557424","NPDES","PRR053034","CIALES WWTP","PROGRAM NAME"
"110000557497","RMP","100000121646","SAN LORENZO FILTRATION PLANT","PROGRAM NAME"
"110000557549","RMP","100000121815","RONCADOR (UTUADO) FILTRATION PLANT","PROGRAM NAME"
"110000561062","ICIS","6683731","PRASA CAGUAS NORTE WTP","PROGRAM NAME"
"110000561062","RMP","100000123332","CAGUAS NORTE FILTRATION PLANT","PROGRAM NAME"
"110000561222","RCRAINFO","PRD000691295","OROCOVIS STP","PROGRAM NAME"
"110000561222","NPDES","PR0020745","OROCOVIS SEWAGE TREATMENT","PROGRAM NAME"
"110000561222","ICIS","2655242","PRASA OROCOVIS STP","PROGRAM NAME"
"110000561222","RMP","100000123822","OROCOVIS WASTEWATER TREATMENT PLANT","PROGRAM NAME"
"110000561222","ICIS","44281","OROCOVIS WASTEWATER TREATMENT PLANT","PRIMARY"
"110000561222","ICIS","44281","OROCOVIS STP","PROGRAM NAME"
"110000561259","RCRAINFO","PRR000020669","PRASA - OROCOVIS WATER TREATMENT PLANT","PROGRAM NAME"
"110000561259","NPDES","PR0022705","PRASA WTP OROCOVIS","PROGRAM NAME"
"110000561259","RMP","100000123948","OROCOVIS FILTRATION PLANT","PROGRAM NAME"
"110000561259","ICIS","40770","PRASA WTP OROCOVIS","PROGRAM NAME"
"110000561419","ICIS","2655226","PRASA DORADO STP","PROGRAM NAME"
"110000561419","NCDB","I02#19870923PR002 4","PRASA - DORADO PLANT","PROGRAM NAME"
"110000561419","NPDES","PRR053055","DORADO WWTP","PROGRAM NAME"
"110000561419","ICIS","44431","PUERTO RICO AQUEDUCT & SEWER AUTHORITY","PROGRAM NAME"
"110000561419","RCRAINFO","PRD000689471","DORADO STP","PROGRAM NAME"
"110000561419","RMP","100000124493","DORADO WASTEWATER TREATMENT PLANT","PROGRAM NAME"
"110000561419","ICIS","44430","DORADO WASTEWATER TREATMENT PLANT","PROGRAM NAME"
"110000561419","NPDES","PR0020460","PRASA DORADO WWTP","PROGRAM NAME"
"110000561464","RMP","100000124698","PATILLAS FILTRATION PLANT","PROGRAM NAME"
"110000561589","NPDES","PR0020834","PRASA SAN LORENZO WWTP","PROGRAM NAME"
"110000561589","ICIS","2655249","PRASA SAN LORENZO STP","PROGRAM NAME"
"110000561589","RMP","100000125189","SAN LORENZO WASTEWATER TREATMENT PLANT","PROGRAM NAME"
"110000561605","RCRAINFO","PRD987381449","PRASA GUAYNABO FILTER PLANT","PROGRAM NAME"
"110000561605","ICIS","40837","PRASA WTP GUAYNABO","PROGRAM NAME"
"110000561605","ICIS","40837","LOS FILTROS FILTRATION PLANT","PRIMARY"
"110000561605","RMP","100000125214","LOS FILTROS FILTRATION PLANT","PROGRAM NAME"
"110000561605","NCDB","I02#19870923PR001 1","PRASA/SANTA ROSA","PROGRAM NAME"
"110000561605","ICIS","40837","PRASA GUAYNABO FILTER PLANT","PRIMARY"
"110000561605","ICIS","40837","PRASA WATER TREATMENT PLANT GUAYNABO","PRIMARY"
"110000561605","NPDES","PR0022438","PRASA WTP GUAYNABO","PROGRAM NAME"
"110000561623","ICIS","40698","PRASA VEGA BAJA SEWAGE TREATMENT PLANT","PROGRAM NAME"
"110000561623","ICIS","2656051","PRASA VEGAA BAJA WWTP","PROGRAM NAME"
"110000561623","ICIS","2655254","PRASA VEGA BAJA STP","PROGRAM NAME"
"110000561623","NPDES","PRR053039","VEGA BAJA WWTP","PROGRAM NAME"
"110000561623","RCRAINFO","PRD000691600","VEGA BAJA STP","PROGRAM NAME"
"110000561623","ICIS","2443322","VEGA BAJA WASTEWATER TREATMENT PLANT","PROGRAM NAME"
"110000561623","ICIS","2656535","PRASA -  VEGA BAJA WWTP","PROGRAM NAME"
"110000561623","NPDES","PR0021679","PRASA VEGA BAJA WWTP","PROGRAM NAME"
"110000561623","RMP","100000125303","VEGA BAJA WASTEWATER TREATMENT PLANT","PROGRAM NAME"
"110000561641","ICIS","2443323","VEGA ALTA WASTEWATER TREATMENT PLANT","PROGRAM NAME"
"110000561641","RMP","100000125358","VEGA ALTA WASTEWATER TREATMENT PLANT","PROGRAM NAME"
"110000561678","ICIS","2656914","PRASA SABANA GRANDE WWTP","PROGRAM NAME"
"110000561678","RMP","100000125474","SABANA GRANDE WASTEWATER TREATMENT PLANT","PROGRAM NAME"
"110000561678","RCRAINFO","PRD000691477","SABANA GRANDE STP","PROGRAM NAME"
"110000561696","NPDES","PR0023931","PRASA EL YUNQUE WTP","PROGRAM NAME"
"110000561696","ICIS","40701","EL YUNQUE RIO GRANDE FILTRATION PLANT","PRIMARY"
"110000561696","ICIS","2443325","EL YUNQUE RIO GRANDE FILTRATION PLANT","PROGRAM NAME"
"110000561696","RCRAINFO","PRR000012682","PRASA - EL YUNQUE FILTER PLANT","PROGRAM NAME"
"110000561696","RMP","100000125526","RÍO GRANDE EL YUNQUE FILTRATION PLANT","PROGRAM NAME"
"110000561696","ICIS","40701","PRASA - EL YUNQUE FILTER PLANT","PROGRAM NAME"
"110000561847","RMP","100000126008","OJO DE AGUA POTABLE WATER PUMP STATION","PROGRAM NAME"
"110000561963","RMP","100000126393","MATADERO TANK AND CHLORINATION STATION","PROGRAM NAME"
"110000561981","RMP","100000126516","MAGINA, SABANA GRANDE FILTRATION PLANT","PROGRAM NAME"
"110000568804","RMP","100000161503","LA PLATA-AIBONITO FILTRATION PLANT","PROGRAM NAME"
"110000576038","RMP","100000099831","CEIBA SUR-JUNCOS FILTRATION PLANT","PROGRAM NAME"
"110000576038","ICIS","40867","PRASA WTP - CEIBA SUR","PRIMARY"
"110000576038","SFDW","PR0005166","JUNCOS - CEIBA SUR","PROGRAM NAME"
"110000576038","RCRAINFO","PRR000011429","PRASA CEIBA SUR WTP","PROGRAM NAME"
"110000576038","ICIS","40867","CEIBA SUR FILTRATION PLANT","PROGRAM NAME"
"110000576038","NPDES","PR0025119","CEIBA SUR WTP","PROGRAM NAME"
"110000577224","RMP","100000119668","CAGUAS - TURABO FILTRATION PLANT","PROGRAM NAME"
"110000577233","RMP","100000119702","JUNCOS (REMOCIÓN) FILTRATION PLANT","PROGRAM NAME"
"110000577304","NPDES","PR0025399","PRASA HUMACAO WWTP","PROGRAM NAME"
"110000577304","ICIS","44336","HUMACAO WASTEWATER TREATMENT PLANT","PROGRAM NAME"
"110000577304","RMP","100000120549","HUMACAO WASTEWATER TREATMENT PLANT","PROGRAM NAME"
"110000577359","RMP","100000121726","SANTA ROSA III - PUMP STATION","PROGRAM NAME"
"110000577368","RMP","100000121753","SERGIO CUEVAS FILTRATION PLANT","PROGRAM NAME"
"110000577368","RCRAINFO","PRD980535371","PRASA SAN JUAN MICROBOLOGICAL LAB","PROGRAM NAME"
"110000577368","ICIS","40586","SERGIO CUEVAS FILTRATION PLANT","PRIMARY"
"110000577368","NPDES","PR0022411","PRASA SERGIO CUEVAS WTP","PROGRAM NAME"
"110000577368","ICIS","40586","PRASA WTP SERGIO CUEVAS","PROGRAM NAME"
"110000577484","ICIS","32212","FAJARDO CEIBA FILTRATION PLANT","PROGRAM NAME"
"110000577484","RMP","100000123289","FAJARDO-CEIBA FILTRATION PLANT","PROGRAM NAME"
"110000577545","RMP","100000123779","PONCE REGIONAL WASTEWATER TREATMENT PLANT","PROGRAM NAME"
"110000577545","ICIS","5869153","PRASA PONCE MICROBIOLOGY LABORATORY","PROGRAM NAME"
"110000577652","NPDES","PR0025747","PRASA - COTTO LAUREL WTP","PROGRAM NAME"
"110000577652","RMP","100000125438","COTO LAUREL-PONCE FILTRATION PLANT","PROGRAM NAME"
"110000577670","RMP","100000125713","MERCEDITA WASTEWATER PUMP STATION","PROGRAM NAME"
"110000577689","RMP","100000125839","SAN ANTONIO (CAGUAS) FILTRATION PLANT","PROGRAM NAME"
"110000577812","RMP","100000128346","LARES WASTEWATER TREATMENT PLANT","PROGRAM NAME"
"110000577812","ICIS","42097","PARSA LARES WWTP","PROGRAM NAME"
"110000577812","RCRAINFO","PRD000689679","LARES STP","PROGRAM NAME"
"110000577812","ICIS","2660121","PRASA LARES WWTP","PROGRAM NAME"
"110000577812","ICIS","2656536","PRASA & COMPANIA DE AGUAS DE PUERTO RICO","PROGRAM NAME"
"110000577812","ICIS","2656050","PRASA LARES WWTP","PROGRAM NAME"
"110000577812","ICIS","44233","PARSA LARES WWTP","PROGRAM NAME"
"110000577812","NPDES","PRR053067","LARES WWTP","PROGRAM NAME"
"110000577812","NPDES","PR0025879","PRASA LARES WWTP","PROGRAM NAME"
"110000580363","RCRAINFO","PRN008016727","SUIZA DAIRY","PROGRAM NAME"
"110000580363","ICIS","600007571","SUIZA DAIRY","PROGRAM NAME"
"110000580363","TRIS","00605BRNQNPR467","BORINQUEN DAIRY DIV OF SUIZA DAIRY INC","PROGRAM NAME"
"110000580363","AIRS/AFS","7200500040","SUIZA DAIRY AGUADILLA","PROGRAM NAME"
"110000580363","SEMS","PRN008016727","SUIZA DAIRY AGUADILLA AMMONIA THREAT","PROGRAM NAME"
"110000580363","ICIS","1800043832","SUIZA DAIRY","PROGRAM NAME"
"110000580363","AIR","PR0000007200500040","SUIZA DAIRY AGUADILLA","PROGRAM NAME"
"110000580363","ICIS","600035789","SUIZA DAIRY","PROGRAM NAME"
"110000580390","AIRS/AFS","7201300082","THERMO KING DE PUERTO RICO","PROGRAM NAME"
"110000580390","EIS","6982511","THERMO KING DE PUERTO RICO","PROGRAM NAME"
"110000580390","ICIS","46183","THERMO KING DE PUERTO RICO","PROGRAM NAME"
"110000580390","AIR","PR0000007201300082","THERMO KING DE PUERTO RICO","PROGRAM NAME"
"110000580390","NCDB","I02#19950118PR004 2","THERMO KING - A DIVISION OF WESTINGHOUSE","PROGRAM NAME"
"110000580390","E-GGRT","1010710","THERMO KING MANUFACTURA PUERTO RICO, INC.","PROGRAM NAME"
"110000580390","BR","PRD090497959","THERMO KING PUERTO RICO MANUFACTURA INC","PROGRAM NAME"
"110000580390","TRIS","00612THRMKZENOG","THERMO KING PUERTO RICO MANUFACTURA, INC.","PROGRAM NAME"
"110000580390","RCRAINFO","PRD090497959","THERMO KING DE PUERTO RICO INC","PRIMARY"
"110000580407","NCDB","I02#199806180001  1","CARIBE G E DISTRIBUTION COMPONENTS, INC","PROGRAM NAME"
"110000580407","TRIS","00613CRBGPZENOG","GE INDUSTRIAL OF PUERTO RICO LLC ARECIBO PLANT","PROGRAM NAME"
"110000580407","BR","PRD090383860","GE INDUSTRIAL OF PR LLC","PROGRAM NAME"
"110000580407","NCDB","I02#199501180R004 1","CARIBE GE (ARECIBO PLANT) DIST & CONTR","PROGRAM NAME"
"110000580407","TRIS","00613CRBGPZENOG","CARIBE GE INTL. ELECTRIC METERS CORP. PLATING INC.","PRIMARY"
"110000580407","ICIS","46184"," CARIBE GENERAL ELECTRIC PRODUCTS INCORPORATED","PRIMARY"
"110000580407","ICIS","46184","CARIBE GENERAL ELECTRIC/ARECIBO PLANT","PRIMARY"
"110000580407","RCRAINFO","PRD090383860","CARIBE GENERAL ELECTRIC PRODUCT ARECIBO","PRIMARY"
"110000580443","SEMS","PRD980301154","UPJOHN MANUFACTURING COMPANY","ALIAS NAME"
"110000580443","EIS","6982611","PFIZER MANUFACTURING, ARECIBO (FORMERLY PHARMACIA  UPJOHN CARIBE, INC)","PROGRAM NAME"
"110000580443","TRIS","00617THPJHHIGHW","PFIZER PHARMACEUTICALS LLC - ARECIBO","PROGRAM NAME"
"110000580443","NCDB","I02#199411175424  1","THE UPJOHN MANUFACTURING CO","PRIMARY"
"110000580443","NCDB","I02#2000081716786 2","PHARMACIA & UPJOHN CALILSE","PROGRAM NAME"
"110000580443","NCDB","I02#199411155022  1","UPJOHN MANUFACTURING CO","PROGRAM NAME"
"110000580443","RCRAINFO","PRD090398074","PFIZER PHARMACEUTICALS LLC-ARECIBO","PROGRAM NAME"
"110000580443","SEMS","PRD980301154","UPJOHN FACILITY","PROGRAM NAME"
"110000580443","RMP","100000148431","PFIZER PHARMACEUTICALS LLC - ARECIBO SITE","PROGRAM NAME"
"110000580443","AIR","PR0000007201700007","PFIZER PHARMACEUTICAL LLC - ARECIBO","PROGRAM NAME"
"110000580443","BR","PRD090398074","PFIZER PHARMACEUTICALS LLC-ARECIBO","PROGRAM NAME"
"110000580443","AIRS/AFS","7201700007","PFIZER PHARMACEUTICAL LLC - ARECIBO","PROGRAM NAME"
"110000580443","ICIS","32104","PHARMACIA & UPJOHN CARIBE INCORPORATED","PROGRAM NAME"
"110000580470","TRIS","00621SLNDCLUCHE","ISLAND CAN CARRIBEAN INC","PROGRAM NAME"
"110000580470","NCDB","I02#19921208PR003 2","ISLAND CAN CORP","PROGRAM NAME"
"110000580470","EIS","7114511","ISLAND CAN CARIBBEAN INC","PROGRAM NAME"
"110000580470","NCDB","I02#19921201EP002 1","ISLAND CAN CORP","PROGRAM NAME"
"110000580489","ICIS","40506","UNION CARBIDE CARIBE L L C","PROGRAM NAME"
"110000580489","NPDES","PR0000418","PENUELAS TECHNOLOGY PARK, LLC","PROGRAM NAME"
"110000580489","TRIS","00624NNCRBRD127","UNION CARBIDE CARIBE L.L.C. PONCE TERMINAL","PRIMARY"
"110000580489","RMP","100000120638","UNION CARBIDE CARIBE LLC","PROGRAM NAME"
"110000580489","ICIS","40357","UNION CARBIDE LLC","PROGRAM NAME"
"110000580489","BR","PRD980594618","PENUELAS TECHNOLOGY PARK LLC","PROGRAM NAME"
"110000580489","RCRAINFO","PRD980594618","PENUELAS TECHNOLOGY PARK LLC","PROGRAM NAME"
"110000580489","TRIS","00624NNCRBRD127","UNION CARBIDE CARIBE LLC","PROGRAM NAME"
"110000580522","RCRAINFO","PRD987374295","PR WOOD TREATING INDUSTRIES","PROGRAM NAME"
"110000580522","TRIS","00630WDTRT65INF","PUERTO RICO WOOD TREATING","PROGRAM NAME"
"110000580559","SFDW","PR0521135","CARIBBEAN REFRESCOS, INC. (WW-01)","PROGRAM NAME"
"110000580559","TRIS","00639CRBBNSTATE","CARIBBEAN REFRESCOS INC.","PROGRAM NAME"
"110000580559","NCDB","I02#19880229PR001 1","CARIBBEAN REFRESCOS, INC","PROGRAM NAME"
"110000580559","RCRAINFO","PRD090235573","CARIBBEAN REFRESCOS INC","PRIMARY"
"110000580559","CEDRI","CEDRI101341","CARIBBEAN REFRESCOS, INC.","PROGRAM NAME"
"110000580559","BR","PRD090235573","CARIBBEAN REFRESCOS INC","PROGRAM NAME"
"110000580559","EIS","16796311","CARIBBEAN REFRESCOS","PROGRAM NAME"
"110000580559","CEDRI","CEDRI3530","CARIBBEAN REFRESCOS INC.","PROGRAM NAME"
"110000580559","NPDES","PRR053068","CARIBBEAN REFRESCOS, INC.","PROGRAM NAME"
"110000580577","TRIS","00654NQSTNROAD3","BAXTER HEALTHCARE SA/BAXTER HEALTHCARE OF PUERTO RICO","PROGRAM NAME"
"110000580577","RCRAINFO","PRD000692525","BAXTER CARIBE INC","PRIMARY"
"110000580577","NPDES","PRR053027","BAXTER HEALTHCARE OF PUERTO RICO","PROGRAM NAME"
"110000580577","AIR","PR00072057000057","BAXTER HEALTHCARE OF PUERTO RICO","PROGRAM NAME"
"110000580577","AIRS/AFS","7205700011","OHMEDA CARIBE, INC. ANTES ANAQUEST CARIB","MAILING NAME"
"110000580577","ICIS","40034","BAXTER CARIBE INCORPORATED","PROGRAM NAME"
"110000580577","BR","PRD000692525","BAXTER HEALTHCARE OF PUERTO RICO","PROGRAM NAME"
"110000580577","RMP","100000102015","BAXTER HEALTHCARE SA/BAXTER HEALTHCARE OF  P.R.","PROGRAM NAME"
